date_heure,code_segment,nom_segment,type_route,condition_meteo,pluie_mm,temperature_c,volume_vehicules,vitesse_moyenne_kmh,vitesse_libre_kmh,indice_congestion,niveau_service,densite_vehicules_km,temps_parcours_min,temps_reference_min,delai_supplementaire_min,longueur_bouchon_km,flag_incident,lat_centre,lon_centre
2023-05-17 12:20:00,OSM_732128797_4443408474_0,Rue 4.515 bonaberi,Rue secondaire,Pluie legere,0.2,30.6,11,20.37,30.0,1.473,C,33.692,0.96,0.65,0.31,0.0,False,4.0968361772773445,9.656973715929103
2023-05-17 13:25:00,OSM_732128797_4443408474_0,Rue 4.515 bonaberi,Rue secondaire,Ensoleille,0.1,31.6,8,22.82,30.0,1.3149,B,24.503,0.86,0.65,0.21,0.0,False,4.0968361772773445,9.656973715929103
2023-05-17 14:00:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Ensoleille,0.1,31.1,50,47.99,70.0,1.4586,C,21.817,2.87,1.96,0.91,0.0,False,4.070835752715689,9.695075256155985
2023-05-17 20:05:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Ensoleille,0.1,25.1,12,21.79,30.0,1.377,B,6.979,4.73,3.44,1.29,0.0,False,4.071434856210292,9.696362126407571
2023-05-17 22:25:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,24.9,12,50.0,50.0,1.0,A,35.065,0.41,0.41,0.0,0.0,False,4.071942109226916,9.715307397211689
2023-05-18 02:50:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Nuageux,0.0,24.8,0,30.0,30.0,1.0,A,0.0,3.44,3.44,0.0,0.0,False,4.071434856210292,9.696362126407571
2023-05-18 02:50:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,24.8,2,50.0,50.0,1.0,A,5.516,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-18 06:20:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,23.9,9,30.0,30.0,1.0,A,20.306,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2023-05-18 07:00:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,24.6,16,18.74,30.0,1.6007,C,36.1,1.42,0.89,0.53,0.0,False,4.046215965881986,9.738026671684011
2023-05-18 07:05:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,24.6,57,32.65,50.0,1.5316,C,180.831,0.58,0.38,0.2,0.0,False,4.052926324595441,9.736677095783838
2023-05-18 08:10:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,25.5,37,31.68,50.0,1.5782,C,108.117,0.65,0.41,0.24,0.0,False,4.071942109226916,9.715307397211689
2023-05-18 13:00:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.3,30.9,32,32.27,50.0,1.5495,C,87.93,0.68,0.44,0.24,0.0,False,4.06069533139234,9.72367315136712
2023-05-18 15:30:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Pluie legere,0.2,30.8,44,32.32,50.0,1.5471,C,121.357,0.67,0.44,0.23,0.0,False,4.035541799867914,9.70452263787373
2023-05-18 18:45:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,27.9,46,28.28,50.0,1.768,C,134.416,0.73,0.41,0.32,0.0,False,4.071942109226916,9.715307397211689
2023-05-18 19:45:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,27.1,20,18.08,30.0,1.6595,C,63.774,1.04,0.63,0.41,0.0,False,4.044419662883311,9.689265781942767
2023-05-18 20:05:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,27.0,15,40.29,50.0,1.2411,B,43.831,0.51,0.41,0.1,0.0,False,4.071942109226916,9.715307397211689
2023-05-18 21:00:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,26.9,17,40.66,50.0,1.2296,B,29.952,0.84,0.68,0.16,0.0,False,4.04734654424766,9.742499590544387
2023-05-18 22:15:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,26.8,4,30.0,30.0,1.0,A,9.025,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2023-05-18 22:45:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,26.8,4,29.84,30.0,1.0052,A,12.755,0.63,0.63,0.0,0.0,False,4.044419662883311,9.689265781942767
2023-05-19 00:10:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,25.1,1,30.0,30.0,1.0,A,2.635,0.76,0.76,0.0,0.0,False,4.047682565131344,9.697795325425869
2023-05-19 01:30:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Nuageux,0.0,24.9,5,70.0,70.0,1.0,A,2.192,1.96,1.96,0.0,0.0,False,4.070711271194256,9.6950237471281
2023-05-19 01:55:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,24.9,2,50.0,50.0,1.0,A,6.345,0.38,0.38,0.0,0.0,False,4.052926324595441,9.736677095783838
2023-05-19 01:55:00,OSM_732140608_5818159526_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,24.9,3,50.0,50.0,1.0,A,8.292,0.43,0.43,0.0,0.0,False,4.060643721470337,9.72363283523639
2023-05-19 02:25:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,25.0,2,50.0,50.0,1.0,A,5.516,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-19 03:05:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,24.9,1,50.0,50.0,1.0,A,2.748,0.44,0.44,0.0,0.0,False,4.06069533139234,9.72367315136712
2023-05-19 03:35:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,24.9,1,50.0,50.0,1.0,A,2.748,0.44,0.44,0.0,0.0,False,4.06069533139234,9.72367315136712
2023-05-19 04:45:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Nuageux,0.0,24.6,1,50.0,50.0,1.0,A,2.758,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-19 06:40:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,24.3,25,45.06,50.0,1.1097,A,68.695,0.48,0.44,0.04,0.0,False,4.06069533139234,9.72367315136712
2023-05-19 10:55:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Ensoleille,0.1,29.1,38,32.02,50.0,1.5616,C,104.808,0.68,0.44,0.24,0.0,False,4.035541799867914,9.70452263787373
2023-05-19 11:25:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,30.5,17,17.26,30.0,1.7385,C,38.356,1.54,0.89,0.65,0.0,False,4.046215965881986,9.738026671684011
2023-05-19 15:55:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Nuageux,0.0,31.0,74,46.01,70.0,1.5215,C,32.435,2.98,1.96,1.02,0.0,False,4.070711271194256,9.6950237471281
2023-05-19 19:45:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,27.5,18,20.98,30.0,1.4301,C,40.613,1.27,0.89,0.38,0.0,False,4.046215965881986,9.738026671684011
2023-05-19 21:20:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,26.9,10,24.24,30.0,1.2374,B,31.887,0.78,0.63,0.15,0.0,False,4.044419662883311,9.689265781942767
2023-05-19 21:25:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Nuageux,0.0,26.9,10,25.56,30.0,1.1739,B,5.816,4.04,3.44,0.6,0.0,False,4.071434856210292,9.696362126407571
2023-05-19 21:30:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,26.9,32,46.24,50.0,1.0814,A,87.93,0.47,0.44,0.03,0.0,False,4.06069533139234,9.72367315136712
2023-05-19 21:30:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,26.9,8,27.34,30.0,1.0973,A,21.081,0.83,0.76,0.07,0.0,False,4.047682565131345,9.697795325425869
2023-05-19 23:10:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Pluie legere,0.5,26.0,11,70.0,70.0,1.0,A,4.821,1.96,1.96,0.0,0.0,True,4.070711271194256,9.6950237471281
2023-05-20 02:30:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Nuageux,0.0,25.3,1,50.0,50.0,1.0,A,2.758,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-20 03:05:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,25.1,1,50.0,50.0,1.0,A,2.758,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-20 06:10:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Ensoleille,0.1,25.2,6,30.0,30.0,1.0,A,13.538,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2023-05-20 07:30:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Pluie legere,0.5,25.4,9,19.77,30.0,1.5172,C,20.306,1.35,0.89,0.46,0.0,False,4.046215965881986,9.738026671684011
2023-05-20 07:55:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Pluie legere,0.5,25.4,9,19.36,30.0,1.5497,C,5.234,5.33,3.44,1.89,0.0,False,4.071434856210292,9.696362126407571
2023-05-20 10:20:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Pluie legere,0.5,25.0,7,22.44,30.0,1.3367,B,22.321,0.84,0.63,0.21,0.0,False,4.044419662883311,9.689265781942767
2023-05-20 23:55:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Ensoleille,0.1,25.0,4,50.0,50.0,1.0,A,11.032,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-21 01:50:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Pluie legere,0.8,24.7,0,30.0,30.0,1.0,A,0.0,3.44,3.44,0.0,0.0,False,4.071434856210292,9.696362126407571
2023-05-21 03:15:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,24.8,0,50.0,50.0,1.0,A,0.0,0.68,0.68,0.0,0.0,False,4.04734654424766,9.742499590544387
2023-05-21 06:40:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,24.2,10,50.0,50.0,1.0,A,31.725,0.38,0.38,0.0,0.0,False,4.052926324595441,9.736677095783838
2023-05-21 08:40:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Pluie legere,0.2,25.9,18,41.68,50.0,1.1996,B,52.598,0.49,0.41,0.08,0.0,False,4.071942109226916,9.715307397211689
2023-05-21 08:40:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.2,25.9,23,43.64,50.0,1.1457,B,40.524,0.78,0.68,0.1,0.0,False,4.04734654424766,9.742499590544387
2023-05-21 09:35:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Ensoleille,0.1,26.6,20,45.22,50.0,1.1057,A,63.449,0.42,0.38,0.04,0.0,False,4.052926324595441,9.736677095783838
2023-05-21 10:55:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Ensoleille,0.1,28.2,6,27.0,30.0,1.1111,B,15.811,0.84,0.76,0.08,0.0,False,4.047682565131345,9.697795325425869
2023-05-21 11:00:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Ensoleille,0.1,29.0,5,30.0,30.0,1.0,A,11.281,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2023-05-21 11:20:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Ensoleille,0.1,29.0,24,58.63,70.0,1.194,B,10.472,2.35,1.96,0.39,0.0,False,4.070835752715689,9.695075256155985
2023-05-21 15:25:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Pluie legere,0.2,28.5,7,30.0,30.0,1.0,A,4.071,3.44,3.44,0.0,0.0,False,4.071434856210292,9.696362126407571
2023-05-21 18:25:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Pluie legere,2.3,25.2,36,64.1,70.0,1.092,A,15.779,2.14,1.96,0.18,0.0,False,4.070711271194256,9.6950237471281
2023-05-21 18:40:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,2.3,25.2,22,43.78,50.0,1.142,B,69.794,0.43,0.38,0.05,0.0,False,4.052926324595441,9.736677095783838
2023-05-21 19:35:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Ensoleille,0.1,25.2,26,58.42,70.0,1.1982,B,11.345,2.35,1.96,0.39,0.0,False,4.070835752715689,9.695075256155985
2023-05-21 20:45:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Pluie legere,0.6,24.6,4,30.0,30.0,1.0,A,9.025,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2023-05-21 23:20:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,24.4,1,30.0,30.0,1.0,A,2.635,0.76,0.76,0.0,0.0,False,4.047682565131344,9.697795325425869
2023-05-21 23:20:00,OSM_1836919930_732124701_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,24.4,1,30.0,30.0,1.0,A,3.189,0.63,0.63,0.0,0.0,False,4.044419662883315,9.68926578194277
2023-05-22 05:40:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Pluie legere,0.3,24.6,1,30.0,30.0,1.0,A,2.256,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2023-05-22 07:00:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Pluie legere,0.6,24.7,18,16.74,30.0,1.792,C,40.613,1.59,0.89,0.7,0.0,False,4.046215965881986,9.738026671684011
2023-05-22 10:45:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Ensoleille,0.1,27.1,15,23.26,30.0,1.2896,B,8.724,4.44,3.44,1.0,0.0,False,4.071434856210292,9.696362126407571
2023-05-22 11:35:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Ensoleille,0.1,28.5,14,18.78,30.0,1.5975,C,36.892,1.21,0.76,0.45,0.0,False,4.047682565131344,9.697795325425869
2023-05-22 11:35:00,OSM_5818023127_5339184395_0,Ancienne Route du Pont du Wouri,Rue secondaire,Ensoleille,0.1,28.5,17,22.38,30.0,1.3404,B,9.887,4.61,3.44,1.17,0.0,False,4.071434856210289,9.696362126407571
2023-05-22 15:10:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.3,27.2,46,29.78,50.0,1.6789,C,145.934,0.64,0.38,0.26,0.0,False,4.052926324595441,9.736677095783838
2023-05-22 15:55:00,OSM_732140608_5818159526_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.3,27.2,40,40.73,50.0,1.2275,B,110.565,0.53,0.43,0.1,0.0,False,4.060643721470337,9.72363283523639
2023-05-22 20:15:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,25.2,30,38.56,50.0,1.2968,B,87.663,0.53,0.41,0.12,0.0,False,4.071942109226916,9.715307397211689
2023-05-22 23:45:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,25.5,9,50.0,50.0,1.0,A,15.857,0.68,0.68,0.0,0.0,False,4.04734654424766,9.742499590544387
2023-05-23 04:30:00,OSM_1836919930_732124701_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,24.1,0,30.0,30.0,1.0,A,0.0,0.63,0.63,0.0,0.0,False,4.044419662883315,9.68926578194277
2023-05-23 05:05:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Nuageux,0.0,24.1,6,50.0,50.0,1.0,A,16.549,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-23 07:35:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,24.4,13,19.77,30.0,1.5177,C,34.257,1.15,0.76,0.39,0.0,False,4.047682565131344,9.697795325425869
2023-05-23 07:50:00,OSM_1836919930_732124701_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,24.4,23,20.17,30.0,1.4876,C,73.34,0.93,0.63,0.3,0.0,False,4.044419662883315,9.68926578194277
2023-05-23 08:25:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Pluie legere,0.2,25.8,21,15.37,30.0,1.9522,C,55.338,1.48,0.76,0.72,0.0,False,4.047682565131345,9.697795325425869
2023-05-23 08:25:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.2,25.8,47,25.52,50.0,1.9593,C,129.147,0.86,0.44,0.42,0.0,False,4.06069533139234,9.72367315136712
2023-05-23 09:30:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Ensoleille,0.1,27.6,62,42.43,70.0,1.6497,C,27.053,3.24,1.96,1.28,0.0,False,4.070835752715689,9.695075256155985
2023-05-23 10:10:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Pluie legere,0.3,29.2,25,28.34,50.0,1.7645,C,73.052,0.72,0.41,0.31,0.0,False,4.071942109226916,9.715307397211689
2023-05-23 14:50:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,32.9,14,18.8,30.0,1.5954,C,31.588,1.41,0.89,0.52,0.0,False,4.046215965881986,9.738026671684011
2023-05-23 16:15:00,OSM_732128797_4443408474_0,Rue 4.515 bonaberi,Rue secondaire,Ensoleille,0.1,30.0,22,18.75,30.0,1.6004,C,67.383,1.04,0.65,0.39,0.0,False,4.0968361772773445,9.656973715929103
2023-05-23 19:40:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Ensoleille,0.0,26.8,48,34.51,50.0,1.4489,C,140.26,0.59,0.41,0.18,0.0,False,4.071942109226916,9.715307397211689
2023-05-23 21:05:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,25.6,8,24.3,30.0,1.2344,B,18.05,1.09,0.89,0.2,0.0,False,4.046215965881986,9.738026671684011
2023-05-23 23:45:00,OSM_4443408474_732128797_0,Rue 4.515 bonaberi,Rue secondaire,Nuageux,0.0,26.0,3,30.0,30.0,1.0,A,9.189,0.65,0.65,0.0,0.0,False,4.096836177277344,9.656973715929103
2023-05-24 00:40:00,OSM_5818023127_5339184395_0,Ancienne Route du Pont du Wouri,Rue secondaire,Nuageux,0.0,25.4,1,30.0,30.0,1.0,A,0.582,3.44,3.44,0.0,0.0,False,4.071434856210289,9.696362126407571
2023-05-24 01:30:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Pluie legere,0.4,25.2,0,30.0,30.0,1.0,A,0.0,0.76,0.76,0.0,0.0,False,4.047682565131344,9.697795325425869
2023-05-24 06:15:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Ensoleille,0.1,25.3,25,38.21,50.0,1.3087,B,73.052,0.54,0.41,0.13,0.0,False,4.071942109226916,9.715307397211689
2023-05-24 06:35:00,OSM_5818023127_5339184395_0,Ancienne Route du Pont du Wouri,Rue secondaire,Ensoleille,0.1,25.3,7,23.84,30.0,1.2584,B,4.071,4.33,3.44,0.89,0.0,False,4.071434856210289,9.696362126407571
2023-05-24 07:45:00,OSM_4443408474_732128797_0,Rue 4.515 bonaberi,Rue secondaire,Pluie legere,0.2,25.8,11,17.83,30.0,1.6829,C,33.692,1.1,0.65,0.45,0.0,False,4.096836177277344,9.656973715929103
2023-05-24 10:00:00,OSM_732140608_5818159526_0,Rue de Deido Bassa(N°1.878),Avenue principale,Ensoleille,0.1,29.0,43,38.03,50.0,1.3148,B,118.857,0.57,0.43,0.14,0.0,False,4.060643721470337,9.72363283523639
2023-05-24 14:30:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,32.7,13,19.2,30.0,1.5626,C,41.453,0.98,0.63,0.35,0.0,False,4.044419662883311,9.689265781942767
2023-05-24 14:35:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Nuageux,0.0,32.7,43,44.69,70.0,1.5665,C,18.762,3.08,1.96,1.12,0.0,False,4.070835752715689,9.695075256155985
2023-05-24 14:50:00,OSM_1836919930_732124701_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,32.7,13,21.03,30.0,1.4265,B,41.453,0.89,0.63,0.26,0.0,False,4.044419662883315,9.68926578194277
2023-05-24 17:15:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,28.6,21,14.65,30.0,2.0472,D,47.381,1.82,0.89,0.93,0.01,False,4.046215965881986,9.738026671684011
2023-05-24 18:35:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,28.0,54,30.19,50.0,1.656,C,157.793,0.68,0.41,0.27,0.0,False,4.071942109226916,9.715307397211689
2023-05-24 19:35:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,27.2,48,36.53,50.0,1.3688,B,132.39,0.6,0.44,0.16,0.0,False,4.035541799867914,9.70452263787373
2023-05-24 21:25:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,27.0,7,30.0,30.0,1.0,A,18.446,0.76,0.76,0.0,0.0,False,4.047682565131344,9.697795325425869
2023-05-24 22:10:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,26.3,15,50.0,50.0,1.0,A,41.372,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-25 00:40:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Ensoleille,0.1,25.9,3,50.0,50.0,1.0,A,8.274,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-25 01:45:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Pluie legere,0.2,25.8,2,50.0,50.0,1.0,A,5.516,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2023-05-25 05:15:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.2,25.1,6,50.0,50.0,1.0,A,10.571,0.68,0.68,0.0,0.0,False,4.04734654424766,9.742499590544387
2023-05-25 06:25:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.4,24.8,18,43.58,50.0,1.1474,B,49.461,0.5,0.44,0.06,0.0,False,4.06069533139234,9.72367315136712
2023-05-25 13:15:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.4,30.0,29,32.95,50.0,1.5175,C,51.095,1.03,0.68,0.35,0.0,False,4.04734654424766,9.742499590544387
2023-05-25 17:40:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Ensoleille,0.1,28.0,48,28.12,50.0,1.7782,C,132.39,0.77,0.44,0.33,0.0,False,4.035541799867914,9.70452263787373
2023-05-25 18:25:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Nuageux,0.0,27.2,62,30.59,50.0,1.6345,C,171.003,0.71,0.44,0.27,0.0,False,4.035541799867914,9.70452263787373
2023-05-25 20:25:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Pluie legere,0.7,25.8,13,22.11,30.0,1.3566,B,34.257,1.03,0.76,0.27,0.0,False,4.047682565131344,9.697795325425869
2023-05-25 21:40:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Nuageux,0.0,26.1,8,29.72,30.0,1.0094,A,4.653,3.47,3.44,0.03,0.0,False,4.071434856210292,9.696362126407571
2023-05-26 01:10:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,24.9,0,30.0,30.0,1.0,A,0.0,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2023-05-26 01:30:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,24.9,2,50.0,50.0,1.0,A,5.844,0.41,0.41,0.0,0.0,False,4.071942109226916,9.715307397211689
2023-05-26 01:40:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Nuageux,0.0,24.9,6,70.0,70.0,1.0,A,2.618,1.96,1.96,0.0,0.0,False,4.070835752715689,9.695075256155985
2023-05-26 03:55:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,25.1,1,50.0,50.0,1.0,A,2.922,0.41,0.41,0.0,0.0,False,4.071942109226916,9.715307397211689
2023-05-26 05:20:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,24.1,6,50.0,50.0,1.0,A,17.533,0.41,0.41,0.0,0.0,False,4.071942109226916,9.715307397211689
2023-05-26 07:00:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,25.1,51,32.69,50.0,1.5294,C,89.857,1.04,0.68,0.36,0.0,False,4.04734654424766,9.742499590544387
2023-05-26 07:20:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,25.1,44,27.9,50.0,1.792,C,121.357,0.78,0.44,0.34,0.0,False,4.035541799867914,9.70452263787373
2023-05-26 07:40:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Nuageux,0.0,25.1,75,44.16,70.0,1.585,C,32.874,3.1,1.96,1.14,0.0,False,4.070711271194256,9.6950237471281
2023-05-26 08:25:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,26.1,24,15.16,30.0,1.9794,C,76.528,1.24,0.63,0.61,0.0,False,4.044419662883311,9.689265781942767
