date_heure,temperature_c,precipitation_mm,pluie_mm,humidite_pct,vent_kmh,code_meteo_wmo,visibilite_m,couverture_nuages_pct,condition_meteo,coefficient_impact_trafic,annee,mois,jour,heure,jour_semaine
2022-02-09 09:00:00,27.6,0.3,0.3,83,1.5,51,,35,Pluie legere,1.2,2022,2,9,9,2
2022-02-09 10:00:00,29.2,0.2,0.2,73,3.1,51,,20,Pluie legere,1.2,2022,2,9,10,2
2022-02-09 11:00:00,31.1,0.0,0.0,62,4.3,0,,16,Ensoleille,1.0,2022,2,9,11,2
2022-02-09 12:00:00,32.0,0.0,0.0,59,8.9,1,,22,Nuageux,1.0,2022,2,9,12,2
2022-02-09 13:00:00,32.2,0.1,0.1,58,10.5,51,,36,Ensoleille,1.0,2022,2,9,13,2
2022-02-09 14:00:00,31.1,0.5,0.5,64,14.5,53,,52,Pluie legere,1.2,2022,2,9,14,2
2022-02-09 15:00:00,30.2,0.0,0.0,67,15.8,2,,54,Nuageux,1.0,2022,2,9,15,2
2022-02-09 16:00:00,29.0,0.0,0.0,73,17.8,2,,54,Nuageux,1.0,2022,2,9,16,2
2022-02-09 17:00:00,28.5,0.0,0.0,77,15.5,1,,34,Nuageux,1.0,2022,2,9,17,2
2022-02-09 18:00:00,27.6,0.0,0.0,79,17.6,3,,84,Nuageux,1.0,2022,2,9,18,2
2022-02-09 19:00:00,27.0,0.0,0.0,86,15.0,3,,98,Nuageux,1.0,2022,2,9,19,2
2022-02-09 20:00:00,26.7,0.0,0.0,87,11.2,3,,96,Nuageux,1.0,2022,2,9,20,2
2022-02-09 21:00:00,26.5,0.0,0.0,87,7.4,3,,94,Nuageux,1.0,2022,2,9,21,2
2022-02-09 22:00:00,26.0,0.0,0.0,90,5.4,3,,100,Nuageux,1.0,2022,2,9,22,2
2022-02-09 23:00:00,25.5,0.0,0.0,92,6.1,3,,98,Nuageux,1.0,2022,2,9,23,2
2022-02-10 00:00:00,25.0,0.1,0.1,94,4.0,51,,88,Ensoleille,1.0,2022,2,10,0,3
2022-02-10 01:00:00,25.2,0.2,0.2,96,3.6,51,,69,Pluie legere,1.2,2022,2,10,1,3
2022-02-10 02:00:00,25.0,0.2,0.2,97,4.0,51,,95,Pluie legere,1.2,2022,2,10,2,3
2022-02-10 03:00:00,24.8,0.1,0.1,97,3.5,51,,92,Ensoleille,1.0,2022,2,10,3,3
2022-02-10 04:00:00,24.6,0.2,0.2,98,4.2,51,,100,Pluie legere,1.2,2022,2,10,4,3
2022-02-10 05:00:00,25.0,0.2,0.2,98,3.3,51,,100,Pluie legere,1.2,2022,2,10,5,3
2022-02-10 06:00:00,25.0,0.4,0.4,94,4.4,51,,100,Pluie legere,1.2,2022,2,10,6,3
2022-02-10 07:00:00,25.0,0.4,0.4,96,4.3,51,,100,Pluie legere,1.2,2022,2,10,7,3
2022-02-10 08:00:00,25.4,0.4,0.4,96,4.8,51,,100,Pluie legere,1.2,2022,2,10,8,3
2022-02-10 09:00:00,26.4,0.4,0.4,91,3.4,51,,50,Pluie legere,1.2,2022,2,10,9,3
2022-02-10 10:00:00,28.4,0.5,0.5,79,1.4,53,,47,Pluie legere,1.2,2022,2,10,10,3
2022-02-10 11:00:00,30.4,0.1,0.1,70,1.3,51,,90,Ensoleille,1.0,2022,2,10,11,3
2022-02-10 12:00:00,32.4,0.0,0.0,58,3.1,1,,25,Nuageux,1.0,2022,2,10,12,3
2022-02-10 13:00:00,32.5,0.0,0.0,55,6.4,1,,42,Nuageux,1.0,2022,2,10,13,3
2022-02-10 14:00:00,32.9,0.0,0.0,55,10.5,3,,96,Nuageux,1.0,2022,2,10,14,3
2022-02-10 15:00:00,31.2,0.0,0.0,63,16.3,3,,100,Nuageux,1.0,2022,2,10,15,3
2022-02-10 16:00:00,29.4,0.0,0.0,70,17.8,3,,100,Nuageux,1.0,2022,2,10,16,3
2022-02-10 17:00:00,28.5,0.0,0.0,72,16.2,3,,100,Nuageux,1.0,2022,2,10,17,3
2022-02-10 18:00:00,27.5,0.0,0.0,81,15.3,3,,99,Nuageux,1.0,2022,2,10,18,3
2022-02-10 19:00:00,26.2,0.0,0.0,86,11.2,1,,38,Nuageux,1.0,2022,2,10,19,3
2022-02-10 20:00:00,26.3,0.0,0.0,88,10.0,1,,29,Nuageux,1.0,2022,2,10,20,3
2022-02-10 21:00:00,26.0,0.0,0.0,90,7.4,0,,14,Ensoleille,1.0,2022,2,10,21,3
2022-02-10 22:00:00,25.7,0.0,0.0,91,6.9,3,,85,Nuageux,1.0,2022,2,10,22,3
2022-02-10 23:00:00,25.4,0.0,0.0,93,5.4,3,,97,Nuageux,1.0,2022,2,10,23,3
2022-02-11 00:00:00,24.5,0.0,0.0,97,6.0,3,,93,Nuageux,1.0,2022,2,11,0,4
2022-02-11 01:00:00,25.0,0.0,0.0,97,5.7,1,,47,Nuageux,1.0,2022,2,11,1,4
2022-02-11 02:00:00,24.9,0.1,0.1,98,4.5,51,,98,Ensoleille,1.0,2022,2,11,2,4
2022-02-11 03:00:00,24.9,0.1,0.1,98,4.3,51,,99,Ensoleille,1.0,2022,2,11,3,4
2022-02-11 04:00:00,24.8,0.0,0.0,98,4.3,3,,100,Nuageux,1.0,2022,2,11,4,4
2022-02-11 05:00:00,24.5,0.1,0.1,98,4.3,51,,100,Ensoleille,1.0,2022,2,11,5,4
2022-02-11 06:00:00,24.6,0.1,0.1,98,3.6,51,,100,Ensoleille,1.0,2022,2,11,6,4
2022-02-11 07:00:00,25.2,0.1,0.1,96,4.3,51,,100,Ensoleille,1.0,2022,2,11,7,4
2022-02-11 08:00:00,26.0,0.2,0.2,91,4.7,51,,100,Pluie legere,1.2,2022,2,11,8,4
2022-02-11 09:00:00,26.5,0.4,0.4,90,3.3,51,,100,Pluie legere,1.2,2022,2,11,9,4
2022-02-11 10:00:00,27.7,0.1,0.1,83,3.2,51,,100,Ensoleille,1.0,2022,2,11,10,4
2022-02-11 11:00:00,29.4,0.2,0.2,75,5.2,51,,50,Pluie legere,1.2,2022,2,11,11,4
2022-02-11 12:00:00,31.1,0.1,0.1,67,7.1,51,,27,Ensoleille,1.0,2022,2,11,12,4
2022-02-11 13:00:00,30.4,0.0,0.0,69,11.2,1,,25,Nuageux,1.0,2022,2,11,13,4
2022-02-11 14:00:00,31.0,0.0,0.0,65,11.2,2,,76,Nuageux,1.0,2022,2,11,14,4
2022-02-11 15:00:00,30.5,0.0,0.0,66,11.5,3,,91,Nuageux,1.0,2022,2,11,15,4
2022-02-11 16:00:00,29.7,0.0,0.0,68,13.5,3,,86,Nuageux,1.0,2022,2,11,16,4
2022-02-11 17:00:00,28.0,0.0,0.0,77,14.3,3,,99,Nuageux,1.0,2022,2,11,17,4
2022-02-11 18:00:00,27.4,0.0,0.0,83,14.3,3,,83,Nuageux,1.0,2022,2,11,18,4
2022-02-11 19:00:00,26.6,0.0,0.0,86,11.2,2,,52,Nuageux,1.0,2022,2,11,19,4
2022-02-11 20:00:00,26.5,0.0,0.0,88,9.6,1,,40,Nuageux,1.0,2022,2,11,20,4
2022-02-11 21:00:00,26.2,0.0,0.0,90,7.4,2,,58,Nuageux,1.0,2022,2,11,21,4
2022-02-11 22:00:00,25.5,0.0,0.0,94,4.8,1,,46,Nuageux,1.0,2022,2,11,22,4
2022-02-11 23:00:00,25.8,0.0,0.0,93,7.0,1,,23,Nuageux,1.0,2022,2,11,23,4
2022-02-12 00:00:00,25.3,0.0,0.0,95,4.8,1,,31,Nuageux,1.0,2022,2,12,0,5
2022-02-12 01:00:00,24.5,0.0,0.0,97,5.4,2,,65,Nuageux,1.0,2022,2,12,1,5
2022-02-12 02:00:00,24.6,0.0,0.0,97,4.3,1,,38,Nuageux,1.0,2022,2,12,2,5
2022-02-12 03:00:00,24.9,0.0,0.0,96,4.8,2,,53,Nuageux,1.0,2022,2,12,3,5
2022-02-12 04:00:00,24.5,0.1,0.1,97,4.0,51,,42,Ensoleille,1.0,2022,2,12,4,5
2022-02-12 05:00:00,24.5,0.1,0.1,98,4.1,51,,72,Ensoleille,1.0,2022,2,12,5,5
2022-02-12 06:00:00,24.5,0.2,0.2,98,6.4,51,,100,Pluie legere,1.2,2022,2,12,6,5
2022-02-12 07:00:00,24.8,0.1,0.1,97,7.0,51,,100,Ensoleille,1.0,2022,2,12,7,5
2022-02-12 08:00:00,26.0,0.2,0.2,91,6.2,51,,95,Pluie legere,1.2,2022,2,12,8,5
2022-02-12 09:00:00,27.4,0.3,0.3,83,3.3,51,,98,Pluie legere,1.2,2022,2,12,9,5
2022-02-12 10:00:00,28.4,0.4,0.4,79,4.2,51,,99,Pluie legere,1.2,2022,2,12,10,5
2022-02-12 11:00:00,29.8,0.3,0.3,71,8.2,51,,97,Pluie legere,1.2,2022,2,12,11,5
2022-02-12 12:00:00,30.9,0.0,0.0,65,9.0,2,,78,Nuageux,1.0,2022,2,12,12,5
2022-02-12 13:00:00,31.5,0.0,0.0,59,10.4,1,,39,Nuageux,1.0,2022,2,12,13,5
2022-02-12 14:00:00,32.0,0.0,0.0,57,13.0,0,,19,Ensoleille,1.0,2022,2,12,14,5
2022-02-12 15:00:00,30.9,0.0,0.0,61,15.0,1,,20,Nuageux,1.0,2022,2,12,15,5
2022-02-12 16:00:00,30.0,0.0,0.0,65,16.5,1,,27,Nuageux,1.0,2022,2,12,16,5
2022-02-12 17:00:00,28.6,0.0,0.0,74,15.8,1,,25,Nuageux,1.0,2022,2,12,17,5
2022-02-12 18:00:00,27.5,0.0,0.0,82,15.3,0,,18,Ensoleille,1.0,2022,2,12,18,5
2022-02-12 19:00:00,26.9,0.0,0.0,84,12.1,1,,33,Nuageux,1.0,2022,2,12,19,5
2022-02-12 20:00:00,26.5,0.0,0.0,88,9.4,0,,14,Ensoleille,1.0,2022,2,12,20,5
2022-02-12 21:00:00,26.2,0.0,0.0,91,7.3,0,,9,Ensoleille,1.0,2022,2,12,21,5
2022-02-12 22:00:00,26.0,0.0,0.0,93,5.6,1,,20,Nuageux,1.0,2022,2,12,22,5
2022-02-12 23:00:00,25.3,0.0,0.0,95,6.5,3,,99,Nuageux,1.0,2022,2,12,23,5
2022-02-13 00:00:00,25.4,0.0,0.0,94,4.8,1,,35,Nuageux,1.0,2022,2,13,0,6
2022-02-13 01:00:00,26.1,0.1,0.1,92,1.5,51,,73,Ensoleille,1.0,2022,2,13,1,6
2022-02-13 02:00:00,25.2,0.0,0.0,95,2.0,3,,99,Nuageux,1.0,2022,2,13,2,6
2022-02-13 03:00:00,25.5,0.0,0.0,95,2.6,3,,100,Nuageux,1.0,2022,2,13,3,6
2022-02-13 04:00:00,24.0,0.0,0.0,98,4.3,3,,100,Nuageux,1.0,2022,2,13,4,6
2022-02-13 05:00:00,24.5,0.0,0.0,98,6.5,3,,100,Nuageux,1.0,2022,2,13,5,6
2022-02-13 06:00:00,24.3,0.0,0.0,99,5.1,3,,100,Nuageux,1.0,2022,2,13,6,6
2022-02-13 07:00:00,24.5,0.0,0.0,98,4.6,3,,100,Nuageux,1.0,2022,2,13,7,6
2022-02-13 08:00:00,25.9,0.1,0.1,89,5.4,51,,100,Ensoleille,1.0,2022,2,13,8,6
2022-02-13 09:00:00,27.8,0.0,0.0,79,4.6,3,,99,Nuageux,1.0,2022,2,13,9,6
2022-02-13 10:00:00,29.6,0.1,0.1,70,1.8,51,,100,Ensoleille,1.0,2022,2,13,10,6
2022-02-13 11:00:00,31.4,0.0,0.0,60,2.7,3,,100,Nuageux,1.0,2022,2,13,11,6
2022-02-13 12:00:00,32.5,0.0,0.0,54,6.4,3,,100,Nuageux,1.0,2022,2,13,12,6
2022-02-13 13:00:00,32.0,0.0,0.0,54,11.3,3,,100,Nuageux,1.0,2022,2,13,13,6
2022-02-13 14:00:00,31.5,0.0,0.0,57,15.3,3,,100,Nuageux,1.0,2022,2,13,14,6
2022-02-13 15:00:00,30.6,0.0,0.0,63,16.1,3,,100,Nuageux,1.0,2022,2,13,15,6
2022-02-13 16:00:00,29.2,0.0,0.0,70,18.8,3,,98,Nuageux,1.0,2022,2,13,16,6
2022-02-13 17:00:00,28.7,0.0,0.0,76,18.1,3,,99,Nuageux,1.0,2022,2,13,17,6
2022-02-13 18:00:00,27.5,0.0,0.0,81,14.5,3,,100,Nuageux,1.0,2022,2,13,18,6
2022-02-13 19:00:00,26.9,0.0,0.0,84,13.8,3,,100,Nuageux,1.0,2022,2,13,19,6
2022-02-13 20:00:00,26.9,0.0,0.0,84,11.6,3,,100,Nuageux,1.0,2022,2,13,20,6
2022-02-13 21:00:00,26.7,0.0,0.0,83,8.4,3,,98,Nuageux,1.0,2022,2,13,21,6
2022-02-13 22:00:00,26.4,0.0,0.0,86,7.6,3,,100,Nuageux,1.0,2022,2,13,22,6
2022-02-13 23:00:00,26.1,0.0,0.0,89,5.8,3,,100,Nuageux,1.0,2022,2,13,23,6
2022-02-14 00:00:00,25.2,0.0,0.0,94,7.2,3,,100,Nuageux,1.0,2022,2,14,0,0
2022-02-14 01:00:00,25.4,0.1,0.1,93,5.9,51,,100,Ensoleille,1.0,2022,2,14,1,0
2022-02-14 02:00:00,24.6,0.0,0.0,96,5.4,3,,100,Nuageux,1.0,2022,2,14,2,0
2022-02-14 03:00:00,24.9,0.0,0.0,96,4.7,3,,100,Nuageux,1.0,2022,2,14,3,0
2022-02-14 04:00:00,24.6,0.0,0.0,97,3.6,3,,100,Nuageux,1.0,2022,2,14,4,0
2022-02-14 05:00:00,23.8,0.1,0.1,98,5.8,51,,100,Ensoleille,1.0,2022,2,14,5,0
2022-02-14 06:00:00,24.5,0.1,0.1,97,3.1,51,,100,Ensoleille,1.0,2022,2,14,6,0
2022-02-14 07:00:00,24.8,0.1,0.1,96,3.9,51,,100,Ensoleille,1.0,2022,2,14,7,0
2022-02-14 08:00:00,25.9,0.0,0.0,91,4.7,3,,100,Nuageux,1.0,2022,2,14,8,0
2022-02-14 09:00:00,27.5,0.1,0.1,82,4.3,51,,76,Ensoleille,1.0,2022,2,14,9,0
2022-02-14 10:00:00,29.8,0.0,0.0,69,5.4,2,,55,Nuageux,1.0,2022,2,14,10,0
2022-02-14 11:00:00,31.4,0.1,0.1,61,6.6,51,,31,Ensoleille,1.0,2022,2,14,11,0
2022-02-14 12:00:00,32.0,0.2,0.2,58,10.0,51,,29,Pluie legere,1.2,2022,2,14,12,0
2022-02-14 13:00:00,32.0,0.0,0.0,56,12.2,1,,29,Nuageux,1.0,2022,2,14,13,0
2022-02-14 14:00:00,32.5,0.0,0.0,51,14.3,3,,91,Nuageux,1.0,2022,2,14,14,0
2022-02-14 15:00:00,31.6,0.0,0.0,54,15.9,3,,95,Nuageux,1.0,2022,2,14,15,0
2022-02-14 16:00:00,30.0,0.0,0.0,59,16.8,3,,99,Nuageux,1.0,2022,2,14,16,0
2022-02-14 17:00:00,29.5,0.0,0.0,68,15.1,3,,100,Nuageux,1.0,2022,2,14,17,0
2022-02-14 18:00:00,27.5,0.0,0.0,79,14.3,3,,100,Nuageux,1.0,2022,2,14,18,0
2022-02-14 19:00:00,27.0,0.0,0.0,83,12.5,3,,100,Nuageux,1.0,2022,2,14,19,0
2022-02-14 20:00:00,26.5,0.0,0.0,85,10.2,2,,77,Nuageux,1.0,2022,2,14,20,0
2022-02-14 21:00:00,26.1,0.0,0.0,88,8.0,0,,5,Ensoleille,1.0,2022,2,14,21,0
2022-02-14 22:00:00,25.0,0.0,0.0,96,6.8,0,,11,Ensoleille,1.0,2022,2,14,22,0
2022-02-14 23:00:00,24.9,0.0,0.0,96,6.9,1,,36,Nuageux,1.0,2022,2,14,23,0
2022-02-15 00:00:00,25.0,0.0,0.0,96,3.6,1,,35,Nuageux,1.0,2022,2,15,0,1
2022-02-15 01:00:00,26.0,0.1,0.1,93,2.9,51,,22,Ensoleille,1.0,2022,2,15,1,1
2022-02-15 02:00:00,24.5,0.4,0.4,97,4.3,51,,26,Pluie legere,1.2,2022,2,15,2,1
2022-02-15 03:00:00,24.4,0.1,0.1,97,5.1,51,,51,Ensoleille,1.0,2022,2,15,3,1
2022-02-15 04:00:00,24.0,0.0,0.0,98,5.2,1,,41,Nuageux,1.0,2022,2,15,4,1
2022-02-15 05:00:00,24.8,0.0,0.0,97,5.5,3,,98,Nuageux,1.0,2022,2,15,5,1
2022-02-15 06:00:00,24.6,0.0,0.0,98,4.0,2,,64,Nuageux,1.0,2022,2,15,6,1
2022-02-15 07:00:00,24.9,0.0,0.0,97,5.2,3,,100,Nuageux,1.0,2022,2,15,7,1
2022-02-15 08:00:00,26.1,0.0,0.0,92,4.2,1,,34,Nuageux,1.0,2022,2,15,8,1
2022-02-15 09:00:00,27.6,0.1,0.1,83,4.5,51,,34,Ensoleille,1.0,2022,2,15,9,1
2022-02-15 10:00:00,29.0,0.3,0.3,76,5.6,51,,33,Pluie legere,1.2,2022,2,15,10,1
2022-02-15 11:00:00,30.4,0.1,0.1,69,8.0,51,,29,Ensoleille,1.0,2022,2,15,11,1
2022-02-15 12:00:00,31.2,0.0,0.0,64,10.6,0,,19,Ensoleille,1.0,2022,2,15,12,1
2022-02-15 13:00:00,31.5,0.0,0.0,61,13.3,0,,18,Ensoleille,1.0,2022,2,15,13,1
2022-02-15 14:00:00,31.5,0.0,0.0,61,15.5,1,,30,Nuageux,1.0,2022,2,15,14,1
2022-02-15 15:00:00,30.2,0.0,0.0,69,18.1,2,,73,Nuageux,1.0,2022,2,15,15,1
2022-02-15 16:00:00,29.7,0.0,0.0,71,17.6,2,,73,Nuageux,1.0,2022,2,15,16,1
2022-02-15 17:00:00,28.6,0.0,0.0,76,17.9,3,,87,Nuageux,1.0,2022,2,15,17,1
2022-02-15 18:00:00,28.4,0.0,0.0,76,15.5,2,,64,Nuageux,1.0,2022,2,15,18,1
2022-02-15 19:00:00,27.1,0.0,0.0,85,10.8,1,,31,Nuageux,1.0,2022,2,15,19,1
2022-02-15 20:00:00,27.0,0.0,0.0,86,8.2,1,,29,Nuageux,1.0,2022,2,15,20,1
2022-02-15 21:00:00,26.6,0.0,0.0,90,6.5,0,,14,Ensoleille,1.0,2022,2,15,21,1
2022-02-15 22:00:00,25.5,0.0,0.0,94,8.0,1,,21,Nuageux,1.0,2022,2,15,22,1
2022-02-15 23:00:00,25.9,0.0,0.0,93,5.8,0,,17,Ensoleille,1.0,2022,2,15,23,1
2022-02-16 00:00:00,25.7,0.0,0.0,93,3.6,0,,11,Ensoleille,1.0,2022,2,16,0,2
2022-02-16 01:00:00,25.0,0.0,0.0,97,7.1,1,,34,Nuageux,1.0,2022,2,16,1,2
2022-02-16 02:00:00,25.8,0.0,0.0,94,4.5,2,,68,Nuageux,1.0,2022,2,16,2,2
2022-02-16 03:00:00,25.0,0.0,0.0,97,4.3,3,,96,Nuageux,1.0,2022,2,16,3,2
2022-02-16 04:00:00,24.4,0.1,0.1,98,4.7,51,,100,Ensoleille,1.0,2022,2,16,4,2
2022-02-16 05:00:00,24.1,0.1,0.1,95,9.0,51,,95,Ensoleille,1.0,2022,2,16,5,2
2022-02-16 06:00:00,24.2,0.0,0.0,91,2.8,2,,61,Nuageux,1.0,2022,2,16,6,2
2022-02-16 07:00:00,24.0,0.0,0.0,96,1.6,1,,47,Nuageux,1.0,2022,2,16,7,2
2022-02-16 08:00:00,25.1,0.0,0.0,89,0.5,1,,45,Nuageux,1.0,2022,2,16,8,2
2022-02-16 09:00:00,26.8,0.0,0.0,81,3.3,2,,74,Nuageux,1.0,2022,2,16,9,2
2022-02-16 10:00:00,28.7,0.1,0.1,72,6.9,51,,44,Ensoleille,1.0,2022,2,16,10,2
2022-02-16 11:00:00,29.4,0.1,0.1,71,10.7,51,,45,Ensoleille,1.0,2022,2,16,11,2
2022-02-16 12:00:00,29.6,0.0,0.0,70,11.2,1,,45,Nuageux,1.0,2022,2,16,12,2
2022-02-16 13:00:00,29.5,0.0,0.0,67,15.5,3,,85,Nuageux,1.0,2022,2,16,13,2
2022-02-16 14:00:00,30.5,0.1,0.1,65,15.8,51,,54,Ensoleille,1.0,2022,2,16,14,2
2022-02-16 15:00:00,29.2,0.0,0.0,71,16.2,3,,95,Nuageux,1.0,2022,2,16,15,2
2022-02-16 16:00:00,28.6,0.0,0.0,74,16.8,3,,98,Nuageux,1.0,2022,2,16,16,2
2022-02-16 17:00:00,28.8,0.0,0.0,71,15.3,3,,97,Nuageux,1.0,2022,2,16,17,2
2022-02-16 18:00:00,27.7,0.0,0.0,77,13.5,3,,85,Nuageux,1.0,2022,2,16,18,2
2022-02-16 19:00:00,27.1,0.0,0.0,81,9.4,2,,63,Nuageux,1.0,2022,2,16,19,2
2022-02-16 20:00:00,26.6,0.0,0.0,85,6.8,1,,47,Nuageux,1.0,2022,2,16,20,2
2022-02-16 21:00:00,25.8,0.0,0.0,90,4.3,1,,40,Nuageux,1.0,2022,2,16,21,2
2022-02-16 22:00:00,25.6,0.0,0.0,91,4.3,1,,24,Nuageux,1.0,2022,2,16,22,2
2022-02-16 23:00:00,25.8,0.0,0.0,90,5.0,1,,26,Nuageux,1.0,2022,2,16,23,2
2022-02-17 00:00:00,25.2,0.0,0.0,92,2.2,2,,51,Nuageux,1.0,2022,2,17,0,3
2022-02-17 01:00:00,24.5,0.0,0.0,97,5.7,0,,15,Ensoleille,1.0,2022,2,17,1,3
2022-02-17 02:00:00,24.9,0.0,0.0,97,4.0,3,,100,Nuageux,1.0,2022,2,17,2,3
2022-02-17 03:00:00,24.6,0.0,0.0,97,5.1,3,,100,Nuageux,1.0,2022,2,17,3,3
2022-02-17 04:00:00,24.2,0.0,0.0,96,4.7,3,,100,Nuageux,1.0,2022,2,17,4,3
2022-02-17 05:00:00,23.6,0.0,0.0,97,5.2,3,,100,Nuageux,1.0,2022,2,17,5,3
2022-02-17 06:00:00,23.4,0.0,0.0,97,4.1,3,,100,Nuageux,1.0,2022,2,17,6,3
2022-02-17 07:00:00,23.7,0.0,0.0,98,2.7,1,,35,Nuageux,1.0,2022,2,17,7,3
2022-02-17 08:00:00,25.5,0.0,0.0,89,3.4,0,,17,Ensoleille,1.0,2022,2,17,8,3
2022-02-17 09:00:00,27.8,0.0,0.0,76,0.5,1,,40,Nuageux,1.0,2022,2,17,9,3
2022-02-17 10:00:00,29.7,0.0,0.0,67,3.4,1,,22,Nuageux,1.0,2022,2,17,10,3
2022-02-17 11:00:00,31.0,0.0,0.0,60,7.7,1,,23,Nuageux,1.0,2022,2,17,11,3
2022-02-17 12:00:00,31.5,0.0,0.0,56,11.0,3,,93,Nuageux,1.0,2022,2,17,12,3
2022-02-17 13:00:00,31.4,0.0,0.0,60,11.5,2,,64,Nuageux,1.0,2022,2,17,13,3
2022-02-17 14:00:00,31.5,0.0,0.0,59,13.5,3,,91,Nuageux,1.0,2022,2,17,14,3
2022-02-17 15:00:00,30.9,0.0,0.0,62,15.5,0,,15,Ensoleille,1.0,2022,2,17,15,3
2022-02-17 16:00:00,29.5,0.0,0.0,69,16.0,1,,20,Nuageux,1.0,2022,2,17,16,3
2022-02-17 17:00:00,29.0,0.0,0.0,73,13.8,1,,24,Nuageux,1.0,2022,2,17,17,3
2022-02-17 18:00:00,27.4,0.0,0.0,83,14.3,0,,7,Ensoleille,1.0,2022,2,17,18,3
2022-02-17 19:00:00,26.9,0.0,0.0,86,12.5,0,,8,Ensoleille,1.0,2022,2,17,19,3
2022-02-17 20:00:00,26.7,0.0,0.0,87,10.5,0,,13,Ensoleille,1.0,2022,2,17,20,3
2022-02-17 21:00:00,26.6,0.0,0.0,88,7.5,1,,21,Nuageux,1.0,2022,2,17,21,3
2022-02-17 22:00:00,26.5,0.0,0.0,88,6.4,1,,23,Nuageux,1.0,2022,2,17,22,3
2022-02-17 23:00:00,26.3,0.0,0.0,90,5.4,1,,40,Nuageux,1.0,2022,2,17,23,3
2022-02-18 00:00:00,25.6,0.0,0.0,94,5.2,1,,23,Nuageux,1.0,2022,2,18,0,4
2022-02-18 01:00:00,24.9,0.0,0.0,96,4.6,0,,5,Ensoleille,1.0,2022,2,18,1,4
2022-02-18 02:00:00,24.2,0.0,0.0,98,4.0,0,,1,Ensoleille,1.0,2022,2,18,2,4
2022-02-18 03:00:00,24.5,0.0,0.0,96,6.9,0,,15,Ensoleille,1.0,2022,2,18,3,4
2022-02-18 04:00:00,24.1,0.0,0.0,98,6.6,0,,6,Ensoleille,1.0,2022,2,18,4,4
2022-02-18 05:00:00,24.0,0.0,0.0,98,6.2,1,,38,Nuageux,1.0,2022,2,18,5,4
2022-02-18 06:00:00,24.0,0.0,0.0,98,6.5,2,,77,Nuageux,1.0,2022,2,18,6,4
2022-02-18 07:00:00,24.0,0.0,0.0,98,5.6,3,,99,Nuageux,1.0,2022,2,18,7,4
2022-02-18 08:00:00,26.2,0.0,0.0,89,4.7,3,,96,Nuageux,1.0,2022,2,18,8,4
2022-02-18 09:00:00,28.0,0.1,0.1,79,3.3,51,,70,Ensoleille,1.0,2022,2,18,9,4
2022-02-18 10:00:00,29.8,0.2,0.2,71,5.2,51,,29,Pluie legere,1.2,2022,2,18,10,4
2022-02-18 11:00:00,30.9,0.1,0.1,65,9.2,51,,98,Ensoleille,1.0,2022,2,18,11,4
2022-02-18 12:00:00,30.4,0.0,0.0,65,11.8,3,,98,Nuageux,1.0,2022,2,18,12,4
2022-02-18 13:00:00,31.4,0.0,0.0,59,9.4,3,,99,Nuageux,1.0,2022,2,18,13,4
2022-02-18 14:00:00,33.0,0.0,0.0,52,11.5,0,,10,Ensoleille,1.0,2022,2,18,14,4
2022-02-18 15:00:00,32.2,0.0,0.0,56,13.0,0,,10,Ensoleille,1.0,2022,2,18,15,4
2022-02-18 16:00:00,31.1,0.0,0.0,62,14.1,1,,20,Nuageux,1.0,2022,2,18,16,4
2022-02-18 17:00:00,29.4,0.0,0.0,73,14.8,1,,23,Nuageux,1.0,2022,2,18,17,4
2022-02-18 18:00:00,28.0,0.0,0.0,82,13.5,0,,12,Ensoleille,1.0,2022,2,18,18,4
2022-02-18 19:00:00,27.2,0.0,0.0,85,12.6,0,,19,Ensoleille,1.0,2022,2,18,19,4
2022-02-18 20:00:00,27.0,0.0,0.0,88,10.9,1,,22,Nuageux,1.0,2022,2,18,20,4
2022-02-18 21:00:00,27.0,0.0,0.0,88,9.2,1,,21,Nuageux,1.0,2022,2,18,21,4
2022-02-18 22:00:00,26.9,0.0,0.0,88,6.9,1,,34,Nuageux,1.0,2022,2,18,22,4
2022-02-18 23:00:00,26.1,0.0,0.0,92,6.4,1,,37,Nuageux,1.0,2022,2,18,23,4
2022-02-19 00:00:00,25.9,0.1,0.1,93,6.6,51,,72,Ensoleille,1.0,2022,2,19,0,5
2022-02-19 01:00:00,25.7,0.2,0.2,97,6.5,51,,77,Pluie legere,1.2,2022,2,19,1,5
2022-02-19 02:00:00,25.6,0.4,0.4,95,5.2,51,,49,Pluie legere,1.2,2022,2,19,2,5
2022-02-19 03:00:00,25.3,0.1,0.1,97,5.3,51,,34,Ensoleille,1.0,2022,2,19,3,5
2022-02-19 04:00:00,25.0,0.0,0.0,97,6.0,2,,52,Nuageux,1.0,2022,2,19,4,5
2022-02-19 05:00:00,24.9,0.3,0.3,96,7.1,51,,72,Pluie legere,1.2,2022,2,19,5,5
2022-02-19 06:00:00,24.5,0.0,0.0,97,7.9,2,,62,Nuageux,1.0,2022,2,19,6,5
2022-02-19 07:00:00,24.4,0.0,0.0,95,6.6,2,,57,Nuageux,1.0,2022,2,19,7,5
2022-02-19 08:00:00,25.4,0.0,0.0,91,5.4,2,,64,Nuageux,1.0,2022,2,19,8,5
2022-02-19 09:00:00,27.1,0.1,0.1,81,9.4,51,,100,Ensoleille,1.0,2022,2,19,9,5
2022-02-19 10:00:00,27.9,0.0,0.0,77,8.6,3,,81,Nuageux,1.0,2022,2,19,10,5
